checked_at,AA1476,AA1872,AA2966,AA3105,AS265,AS328,AS410,AS429,AS583,AS587,DL2041,DL2055,DL637,UA2099,UA2618,UA2835,UA341
2026-08-22 06:02:51,224.00,224.00,224.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,227.00,199.00,157.00,139.00
2026-08-22 06:13:08,224.00,224.00,224.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,227.00,199.00,157.00,139.00
2026-08-22 06:23:02,224.00,224.00,224.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,227.00,,,139.00
2026-08-22 06:32:52,224.00,224.00,224.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,227.00,,,139.00
2026-08-22 06:42:46,179.00,224.00,224.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,227.00,,,139.00
2026-08-22 06:52:37,179.00,224.00,224.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,227.00,,,139.00
2026-08-22 07:02:56,179.00,224.00,224.00,139.00,209.00,169.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,227.00,,,139.00
2026-08-22 07:12:54,179.00,224.00,224.00,139.00,209.00,169.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,227.00,,,139.00
2026-08-22 07:22:55,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,227.00,199.00,157.00,139.00
2026-08-22 07:32:58,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,227.00,199.00,157.00,139.00
2026-08-22 07:42:55,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,157.00,139.00
2026-08-22 07:52:52,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,157.00,139.00
2026-08-22 08:02:58,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,157.00,139.00
2026-08-22 08:12:56,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,157.00,139.00
2026-08-22 08:23:05,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,157.00,139.00
2026-08-22 08:32:59,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,152.00,139.00
2026-08-22 08:42:49,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,152.00,139.00
2026-08-22 08:52:43,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,152.00,139.00
2026-08-22 09:03:01,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,152.00,139.00
2026-08-22 09:12:48,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,152.00,139.00
2026-08-22 09:23:01,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,199.00,152.00,139.00
2026-08-22 09:32:52,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 09:42:52,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 09:52:33,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 10:02:57,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 10:22:42,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 10:32:52,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 10:42:53,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 10:52:46,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 11:02:51,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 11:12:48,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 11:22:45,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 11:32:58,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 11:42:59,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 11:52:49,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 12:02:58,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 12:12:42,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 12:22:42,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 12:33:06,179.00,179.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 12:42:53,179.00,224.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 12:52:57,179.00,224.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 13:02:56,179.00,224.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 13:12:54,179.00,224.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 13:22:56,179.00,224.00,224.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 13:32:57,139.00,224.00,139.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 13:42:38,139.00,224.00,139.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 13:52:55,139.00,224.00,139.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 14:02:57,139.00,224.00,139.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 14:12:48,139.00,224.00,139.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 14:22:51,139.00,224.00,139.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 14:32:59,139.00,224.00,139.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 14:42:53,139.00,224.00,139.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 14:52:52,139.00,224.00,139.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 15:03:01,139.00,224.00,139.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 15:12:50,139.00,224.00,179.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 15:22:58,139.00,224.00,179.00,139.00,252.00,179.00,209.00,209.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 15:32:57,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 15:42:51,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 15:52:54,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 16:02:54,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 16:12:45,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 16:22:43,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 16:33:02,139.00,,179.00,139.00,,,,,139.00,139.00,139.00,,,199.00,,,139.00
2026-08-22 16:42:33,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 16:52:52,,224.00,,139.00,252.00,139.00,209.00,139.00,,,,139.00,139.00,,157.00,152.00,
2026-08-22 17:12:41,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 17:23:03,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 17:32:52,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 17:42:48,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 17:53:07,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 18:03:09,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 18:12:58,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 18:22:57,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 18:32:58,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 18:42:57,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 18:52:55,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 19:02:54,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 19:13:02,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 19:22:57,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 19:32:53,139.00,,179.00,139.00,,,,,139.00,139.00,139.00,,,199.00,,,139.00
2026-08-22 19:42:54,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 19:52:48,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 20:03:04,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 20:12:54,139.00,224.00,179.00,139.00,216.00,139.00,196.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 20:23:08,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 20:32:58,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 20:43:01,139.00,,179.00,139.00,,,,,139.00,139.00,139.00,,,199.00,,,139.00
2026-08-22 20:52:59,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 21:02:55,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 21:12:43,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 21:22:43,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 21:33:05,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 21:42:49,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 21:52:47,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 22:02:54,139.00,224.00,179.00,139.00,252.00,139.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 22:12:51,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,199.00,157.00,152.00,139.00
2026-08-22 22:22:58,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-22 22:32:52,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-22 22:42:53,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-22 22:52:46,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-22 23:02:53,139.00,,179.00,139.00,,,,,139.00,139.00,139.00,,,227.00,,,139.00
2026-08-22 23:12:53,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-22 23:23:11,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-22 23:33:14,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-22 23:42:57,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-22 23:52:39,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 00:03:11,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 00:12:51,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 00:22:53,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 00:32:50,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 00:43:03,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 01:03:16,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 01:12:57,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 01:23:20,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 01:33:06,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 01:42:55,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 01:52:59,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 02:03:07,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 02:12:40,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 02:22:55,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 02:33:08,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 02:42:57,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 02:52:50,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,227.00,157.00,152.00,139.00
2026-08-23 03:03:15,139.00,224.00,179.00,139.00,252.00,179.00,209.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,157.00,152.00,139.00
2026-08-23 03:13:03,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 03:23:05,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 03:32:56,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 03:42:44,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 03:53:05,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 04:03:07,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 04:12:59,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 04:22:49,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 04:33:05,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 04:42:41,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 04:52:54,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 05:03:04,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 05:13:02,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 05:23:00,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 05:32:59,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 05:43:01,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 05:53:07,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 06:03:10,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 06:12:56,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 06:23:25,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 06:33:12,,224.00,,139.00,209.00,139.00,179.00,139.00,,,,139.00,139.00,,160.00,160.00,
2026-08-23 06:42:55,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 06:53:02,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 07:03:06,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 07:13:01,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 07:22:59,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 07:33:01,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 07:43:24,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 07:52:46,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 08:03:15,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 08:13:14,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 08:22:53,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 08:33:01,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 08:42:47,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 08:52:58,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 09:03:01,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 09:12:59,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 09:23:04,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 09:32:41,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 09:43:10,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 09:52:47,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 10:03:07,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 10:13:10,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 10:23:05,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 10:33:07,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 10:43:10,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 10:53:02,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 11:02:58,,224.00,,139.00,209.00,139.00,179.00,179.00,,,,139.00,139.00,,160.00,160.00,
2026-08-23 11:13:04,139.00,224.00,179.00,139.00,209.00,139.00,179.00,179.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
2026-08-23 11:22:58,139.00,224.00,179.00,139.00,209.00,139.00,179.00,139.00,139.00,139.00,139.00,139.00,139.00,228.00,160.00,160.00,139.00
